timer1_elapsedAll_ms,
263.675,
273.675,
283.676,
293.689,
303.676,
313.68,
323.677,
333.676,
343.673,
353.676,
363.684,
373.684,
383.685,
393.688,
403.685,
413.684,
423.685,
433.684,
443.685,
453.684,
463.685,
473.684,
483.685,
493.692,
503.685,
513.684,
523.685,
533.684,
543.685,
553.684,
563.686,
573.685,
583.694,
593.695,
603.688,
613.687,
623.685,
633.691,
643.694,
653.669,
663.671,
673.688,
683.678,
693.683,
703.694,
713.686,
723.691,
733.684,
743.686,
753.685,
763.696,
773.686,
783.676,
793.669,
803.679,
813.692,
823.69,
833.697,
843.698,
853.688,
863.693,
873.687,
883.693,
893.689,
903.692,
913.688,
923.676,
933.687,
943.706,
953.707,
963.688,
973.695,
983.706,
993.7,
1003.69,
1013.69,
1023.69,
1033.69,
1043.68,
1053.68,
1063.68,
1073.7,
1083.69,
1093.7,
1103.71,
1113.69,
1123.69,
1133.69,
1143.68,
1153.68,
1163.69,
1173.68,
1183.68,
1193.7,
1203.69,
1213.69,
1223.69,
1233.69,
1243.7,
1253.7,
1263.69,
1273.7,
1283.7,
1293.7,
1303.69,
1313.69,
1323.69,
1333.69,
1343.69,
1353.69,
1363.69,
1373.71,
1383.7,
1393.69,
1403.7,
1413.69,
1423.7,
1433.68,
1443.67,
1453.67,
1463.67,
1473.67,
1483.67,
1493.67,
1503.7,
1512.75,
1522.77,
1532.74,
1543.72,
1553.7,
1563.68,
1573.67,
1583.68,
1593.67,
1603.67,
1613.67,
1623.67,
1633.67,
1643.68,
1653.69,
1663.68,
1673.67,
1683.67,
1693.67,
1703.68,
1713.67,
1723.67,
1733.69,
1743.67,
1753.69,
1763.67,
1773.67,
1783.67,
1793.68,
1803.67,
1813.67,
1823.67,
1833.67,
1843.69,
1853.67,
1863.68,
1873.68,
1883.67,
1893.68,
1903.68,
1913.67,
1923.66,
1933.67,
1943.67,
1953.67,
1963.67,
1973.71,
1982.75,
1992.84,
2002.84,
2012.84,
2022.85,
2032.84,
2042.83,
2052.84,
2062.8,
2072.85,
2082.8,
2092.85,
2102.78,
2112.76,
2122.85,
2132.84,
2142.89,
2152.81,
2162.85,
2172.83,
2182.84,
2192.79,
2202.77,
2212.83,
2222.83,
2232.85,
2242.77,
2252.83,
2262.81,
2272.79,
2282.84,
2292.79,
2302.76,
2312.81,
2322.77,
2332.82,
2342.86,
2352.76,
2363.74,
2373.71,
2383.71,
2393.72,
2403.69,
2413.68,
2423.68,
2433.68,
2443.68,
2453.67,
2463.66,
2473.66,
2483.66,
2493.66,
2503.67,
2513.67,
2523.66,
2533.66,
2543.68,
2553.66,
2563.67,
2573.67,
2583.67,
2593.66,
2603.67,
2613.66,
2623.66,
2633.66,
2643.66,
2653.68,
2663.68,
2673.67,
2683.67,
2693.67,
2703.67,
2713.66,
2723.66,
2733.67,
2743.66,
2753.67,
2763.67,
2773.67,
2783.67,
2793.67,
2803.68,
2813.67,
2823.67,
2833.68,
2843.73,
2852.81,
2862.84,
2872.83,
2882.79,
2892.84,
2902.82,
2912.85,
2922.89,
2932.87,
2942.76,
2952.85,
2962.93,
2972.77,
2982.86,
2992.78,
3002.78,
3012.79,
3022.8,
3032.86,
3042.85,
3052.89,
3062.87,
3072.85,
3082.87,
